laufnummer,id,body,ocr text,hashtags,url,1,2,3,4,5,6,7,8,9,10,11,12,99,caption,Kategorie,Politischer Inhalt/Info,Negative Campaigning,Selbstpräsentation unpolitisch,Selbstpräsentation politisch,Parteipräsentation unpolitisch,Parteipräsentation politisch,Interaktion,Neutrale Infos zur Stimmabgabe,Mitgliederinfo,Fundraising,Veranstaltungshinweis,Wahlaufruf direkt,Sonstiges,Detailed Explanation
109.0,CsHEayJNbvF,"Ich freue mich, dass die Staatsregierung nun endlich unserer langen Forderung nachkommt und Sprachkitas nun auch weiterhin mit Landesmitteln fördert. ✅🌻

Sprachkitas sind bunt und vielfältig und das muss auch so bleiben! Die Kita in der Bleyerstraße ist ein gutes Beispiel dafür.🍀🤝 
Ich konnte mir davon gemeinsam mit meiner Kollegin Barbara Lauterbach aus dem Bezirksausschuss bei dem Gespräch mit der Leiterin Frau Sylke Bohr ein Eindruck verschaffen. 🥰
Das Programm der Sprachkita verbindet drei inhaltliche Schwerpunkte:
Alltagsintegrierte sprachliche Bildung. 
Inklusive Pädagogik.
Zusammenarbeit mit Familien.
So können in der Kita auch auf die muttersprachlichen Kenntnisse und Fähigkeiten geachtet und gefördert werden!

#bildung #kita #sprachkita #landtagswahl2023 #bayern #teambayern #wahl #liebe #mitdir #gemeinsam #stimmkreis #gemeinsamgewinnen #team",Gülserens BÜNDNIS 90 DIE GRÜNEN Wahlkreis- LANDTAG BAYERN Donnerstag Neues aus dem Stimmkreis,"bildung,kita,sprachkita,landtagswahl2023,bayern,teambayern,wahl,liebe,mitdir,gemeinsam,stimmkreis,gemeinsamgewinnen,team",https://www.instagram.com/p/CsHEayJNbvF,1,1,0,1,0,1,0,0,0,0,0,0,0,eine lächelnde Frau mit grünem Hintergrund und rosa Kreis,,1,0,0,1,0,0,0,0,0,0,0,0,0,"[""Politischer Inhalt/Info"", ""Selbstpräsentation politisch""]"
110.0,CyDTXdAIpRJ,"Willkommenskultur für Kinder – Schutz des ungeborenen Lebens stärken! 👶🏻❤️

Wir bekennen uns zu dem in der Werteordnung unseres Grundgesetzes verankerten Recht auf Leben und zu der auch dem ungeborenen Leben innewohnenden Menschenwürde.

Allen Bestrebungen, Abtreibungen – womöglich bis kurz vor der Geburt – zu einem „Menschenrecht“ zu erklären, erteilen wir eine Absage. 

👉🏼Ungewollt schwangere Frauen bedürfen in besonderem Maße der Hilfe und Fürsorge des Staates und der Gesellschaft, um schließlich doch Ja zum Kind sagen zu können. 👩🏻❤️👶🏼

☝🏼Am 8. Oktober AfD ❌ wählen!

👉🏼Das vollständige Wahlprogramm findet ihr auch auf unserer Homepage!

#afd #afdbayern #bayern #heimat #bayernliebe #heimatliebe #zukunft #demokratie #ltw #ltw2023 #ltwbayern #bayernwahl #wahlprogramm #landtagbayern #bayerischerlandtag #freistaat #freistaatbayern #afdwählen #Ungeborenes #Kinder #Baby #alleinerziehend #mutter #abtreibung #christlich",Wir stehen für: Schutz des ungeborenen Lebens stärken Mit Sicherheit AfD für Bayern.,"afd,afdbayern,bayern,heimat,bayernliebe,heimatliebe,zukunft,demokratie,ltw,ltw2023,ltwbayern,bayernwahl,wahlprogramm,landtagbayern,bayerischerlandtag,freistaat,freistaatbayern,afdwählen,Ungeborenes,Kinder,Baby,alleinerziehend,mutter,abtreibung,christlich",https://www.instagram.com/p/CyDTXdAIpRJ,1,0,0,0,0,0,0,0,0,0,0,1,0,die Füße eines Babys mit den Worten „shuts“ und „shuts“,,1,1,0,0,0,0,0,0,0,0,0,1,0,"[""Politischer Inhalt/Info"", ""Negative Campaigning"", ""Wahlaufruf direkt""]"
112.0,CxIIYw8tox_,"Die Garchinger Grünen laden alle interessierten Bürgerinnen und Bürger herzlich zu einer Windradltour zum Thema „Energiewende in Garching und Landkreis“ ein. 🚴

 👉 Die Radltour findet am Sonntag, den 17. September statt. Start ist um 16:00 am Spielplatz im Bürgerpark. Ziel ist der geplante Standort für ein Windrad im Garchinger Norden. Die Rückfahrt erfolgt über den geplanten Standort für eine Photovoltaikanlage westlich der Autobahn zurück zum Rathausplatz, wo die Radtour gegen 17:30 endet.

Beim geplanten Windrad-Standort wird es kurze Vorträge zum Klimawandel und der Energiewende vor Ort geben. Die Garchinger Grünen freuen sich auf einen anschließenden Austausch zum Thema mit den Teilnehmenden 🌻

Bei Interesse kann die Radtour anschließend noch um eine Fahrt zum Windrad auf dem Müllberg erweitert werden. Bei starkem Regen oder Gewitter muss die Veranstaltung leider ausfallen.

Mit dabei auch unser Landtagsabgeordneter und Kandidat für die nächste Landtagswahl Dr. Markus Büchler.

Eine Veranstaltung von @gruenegarching

#ltwby23 #teambayern #mitdir #windkraft #energiewende","gruene-garching de [indradlour mit Dr. Markus Büchler MdL Bürgerpark, Garching 8 S0, Uhr , GRÜNE GARCHING WAS ) DREHT, ; , ~Iq'3NJO` 17.9. 16-17.30","ltwby23,teambayern,mitdir,windkraft,energiewende",https://www.instagram.com/p/CxIIYw8tox_,0,0,0,0,0,0,0,0,0,0,1,0,0,"ein Mann in einer schwarzen Jacke, der einen grünen Fächer hält",,1,0,0,0,0,1,0,0,0,0,1,0,0,"[""11. Veranstaltungshinweis"", ""1. Politischer Inhalt/Info"", ""6. Parteipräsentation politisch""]"
113.0,CtmYNrzttOp,"Der OV Eltmann hat mich zu Sali eingeladen und der hat uns sehr herzlich empfangen. Die Pizza ist mega und wir unterhalten uns prima. Gynh nebenbei beobachte ich den Ablauf in der pizzabäckerei und bin echt beeindruckt. Alle arbeiten Hand in Hanx. Jeder Griff sitzt. Der Pizzaofen heizt den Arbeitsplatz auf. Die Laune leidet nicht. Denkt mal drüber nach, wenn ihr das nächste Mal bestellt. #bayernspd #DuBistGutSoWieDuBist #PolitikUndPizza",(e2eaeme3c5e Pizza,"bayernspd,DuBistGutSoWieDuBist,PolitikUndPizza",https://www.instagram.com/p/CtmYNrzttOp,0,0,1,0,1,0,0,0,0,0,0,0,0,"ein Mann, der mit einem Teller Essen an einem Tisch sitzt",,0,0,1,0,1,0,0,0,0,0,0,0,0,"[""Selbstpräsentation unpolitisch"", ""Parteipräsentation unpolitisch""]"
114.0,CvUm6fPt6Ft,"Oldtimer Ausfahrt 2023, trotz Regenschauern.
Leider wieder ohne uns, weil der alte Traktor nicht flott zu kriegen war.",,,https://www.instagram.com/p/CvUm6fPt6Ft,0,0,1,0,0,0,0,0,0,0,0,0,0,ein Blumenbeet mit gelben Blumen vor einem Haus,,0,0,0,0,0,0,0,0,0,0,0,0,1,"[""Sonstiges/KA""]"
115.0,Crgr1KFo--R,"Die Marathon – Medaille oder warum Kitsch auch ein minimalistisches Herz erfreuen kann: so irgendwo im Bereich zwischen Kilometer 35 und 40, wenn der Läufer so ganz bei sich und seinen Schmerzen ist, dann braucht er etwas, was ihm in solch schwerer Zeit Trost spendet. Ein echter Rettungsanker ist hierbei die Finisher – Medaille. Sie hält die Vorfreude auf den Zieleinlauf aufrecht, macht schon mächtig stolz, wenn man sie um den Hals gehängt bekommt und beamt einen auch Jahre danach noch zurück in das Laufgeschehen. Meist ist sie aus Metall, wobei Holzmedaillen aktuell recht stark im Trend sind. Von kreativ-verspielt bis uninspiriert – langweilig: es gibt sie in den unterschiedlichsten Ausführungen. #marathon #marathontraining #marathoner #themarathoncontinues #themarathoncontinues #marathonrunner #marathonvorbereitung #halbmarathon #halbmarathontraining  #halbmarathonvorbereitung #laufenlaufenlaufen #laufenmachtglücklich #laufenverbindet #laufenmachtsüchtig #laufenmachtspass #laufenfüranfänger #laufenistleben #laufenmachtdenkopffrei #laufenmusstduselbst #laufenistdiebestelösung #runner #runnerlife #instarunner",; Ilas ! Auce Sauones @= 6an HANNOVERI HAJ MARATHON [eR_IN 2022 April,"marathon,marathontraining,marathoner,themarathoncontinues,themarathoncontinues,marathonrunner,marathonvorbereitung,halbmarathon,halbmarathontraining,halbmarathonvorbereitung,laufenlaufenlaufen,laufenmachtglücklich,laufenverbindet,laufenmachtsüchtig,laufenmachtspass,laufenfüranfänger,laufenistleben,laufenmachtdenkopffrei,laufenmusstduselbst,laufenistdiebestelösung,runner,runnerlife,instarunner",https://www.instagram.com/p/Crgr1KFo--R,0,0,1,0,0,0,0,0,0,0,0,0,0,"ein Haufen Medaillen, die an einer Wand hängen",,0,0,0,0,0,0,0,0,0,0,0,0,1,"[""Sonstiges/KA""]"
116.0,CuAIy-8oWwZ,"Was es so alles gibt 🤔 jedenfalls wünsche ich mit unserem noch nicht duftenden Lavendel alles Gute zum heutigen Weltdufttag 😃 wichtiger: Blühpflanzen im Garten sind Lebensraum für die so wichtigen Insekten, Schottergärten sind es nicht. In dem Sinne 👍🌻",,,https://www.instagram.com/p/CuAIy-8oWwZ,1,0,1,0,0,0,0,0,0,0,0,0,0,eine weiße Pflanze mit vielen weißen Blüten,,0,0,0,0,0,0,0,0,0,0,0,0,1,"[""Sonstiges""]"
117.0,CwsTjI8Iu65,Mit meinem Wahlkampf-Flitzi 🚗und vielen fleißigen Helfern unterwegs in meinem Stimmkreis München-Mitte. Heute sogar mit ganz besonderer Unterstützung 👧 Haben wir uns schon getroffen? #begegnung #gespräch #austausch #teamwork #landtagswahl2023 #bayern #oberbayern #münchen #münchenmitte #listenplatz8obb #listenplatz8 #fdp #fdpbayern,Plattner TEAM EUSANND BEERGF inj 8 de metzgerei Hc 8SK145 Listen Lone< Kenpl 9 FDP SUSANNE SEEHOFER sedhofer:- sushnn Www:,"begegnung,gespräch,austausch,teamwork,landtagswahl2023,bayern,oberbayern,münchen,münchenmitte,listenplatz8obb,listenplatz8,fdp,fdpbayern",https://www.instagram.com/p/CwsTjI8Iu65,0,0,0,1,0,1,0,0,0,0,0,0,0,eine Frau steht neben einem Auto mit einem Schild darauf,,0,0,0,1,1,0,0,0,0,0,0,0,0,"[""Selbstpräsentation politisch"", ""Parteipräsentation unpolitisch""]"
118.0,CrjaKMyNRN9,Die WBV Rosenheim hat seit heute einen neuen Vorstand. Alois Kalteis jun. folgt Georg Höhensteiger. Mit unserer stellvertretenden Landrätin Marianne Loferer durfte ich dem neuen Vorstand gratulieren und bei Georg Höhensteiger ein großes Vergelt’s Gott sagen.,WBV Rosenheim _T Ristungen um Inren Wal or Ort dr Bsier Vcrenvel,,https://www.instagram.com/p/CrjaKMyNRN9,0,0,0,1,0,1,0,0,0,0,0,0,0,drei menschen stehen nebeneinander menschen,,0,0,0,1,1,0,0,0,0,0,0,0,0,"[""4. Selbstpräsentation politisch"", ""5. Parteipräsentation unpolitisch""]"
119.0,Cv1mgDzN8S7,,22 C 7 {z ; 866 Y0?,,https://www.instagram.com/p/Cv1mgDzN8S7,0,0,0,0,0,0,0,0,0,0,0,0,1,eine Frau hält eine Tüte mit Essen,,0,0,0,0,0,0,0,0,0,0,0,0,1,"[""Sonstiges/KA""]"
120.0,CsGga8PAcwD,Spatenstich für den Neubau der Franz-Fischer-Brücke in Bamberg-Bug 👍,Spatenstich Buger Brücke,,https://www.instagram.com/p/CsGga8PAcwD,0,0,0,1,0,0,0,0,0,0,0,0,0,eine Gruppe von Menschen steht im Dreck,,0,0,0,1,0,0,0,0,0,0,0,0,0,"[""4. Selbstpräsentation politisch""]"
122.0,CxNQTdXtKC5,"Danke Emmering, danke Fürstenfeldbruck 💚💚💚💚 Danke an all die Menschen von nah und fern, die heute gemeinsam mit uns ein klares Zeichen gegen Rechts gesetzt haben! 🌈💚🪧

Danke an unsere Speaker @gabriele_triebel und @lysanderjloosen 🗣🗯

Wir waren heute gemeinsam mit ca. 200 Demonstrierenden ein starkes Gegengewicht zur AfD-Veranstaltung im Bürgerhaus Emmering!

Für uns ist klar: Bei uns im Kreis haben Demokratiefeinde und Rechtspopulisten nichts zu suchen! 💪 #NoAfD #bruckistbunt # nopopulism #ffbistbunt #gegenrechts #emmering #gruene.bruck #gruene.ffb #stadtffb",Lieber GLEICHBerechagung SPatez Frauenrechte um Fokus FFP IsTI Bun,"NoAfD,bruckistbunt,ffbistbunt,gegenrechts,emmering,gruene,gruene,stadtffb",https://www.instagram.com/p/CxNQTdXtKC5,1,1,0,1,0,0,0,0,0,0,0,0,0,Eine Gruppe von Menschen steht auf einem Bürgersteig und hält ein Schild,,1,1,0,0,0,1,0,0,0,0,0,0,0,"[""Politischer Inhalt/Info"", ""Negative Campaigning"", ""Parteipräsentation politisch""]"
123.0,Cw5PwMqocgs,"Bürgersprechstunde, bei schönstem Spätsommerwetter heute im Freien… manchmal ist Zuhören bei einem ernsten Thema wichtiger als Reden, und oft genug sind es wirklich ernste Probleme, die die Bürger plagen. Umso besser, wenn man als Abgeordneter immer wieder helfen kann… nicht immer, aber oft findet sich gemeinsam tatsächlich ein Weg. Meine regelmäßigen Sprechstunden gehören für mich deshalb zu den schönen Seiten meines Berufes. Nicht nur vor Wahlen, sondern immer, das ganze Jahr über. Heute war so ein guter Tag, an dem in einer lange verfahrenen Sache tatsächlich geholfen werden konnte. Deshalb gilt für mich: nie gleich aufgeben… Jeder Tag birgt die neue Chance, irgend etwas zu lösen oder besser zu machen… #bürgersprechstunde #inkontaktbleiben #vertrauenaufbauen #zuhörenstattreden #handelnstattreden #lösungenfinden #helfenmachtfreude",,"bürgersprechstunde,inkontaktbleiben,vertrauenaufbauen,zuhörenstattreden,handelnstattreden,lösungenfinden,helfenmachtfreude",https://www.instagram.com/p/Cw5PwMqocgs,0,0,0,1,0,0,0,0,0,0,0,0,0,ein Mann und eine Frau sitzen an einem Picknicktisch,,1,0,0,1,0,0,0,0,0,0,0,0,0,"[""Selbstpräsentation politisch"", ""Politischer Inhalt/Info""]"
124.0,CsymcJDKkRN,"Gestern bei dem sonnigen Wetter den Veitsmarkt in Landsberg besucht. Die Innenstadt wartete ab dem Hauptplatz mit allerlei Buden und Karussell für die Kleinen auf. Am Georg Hellmair Platz stellte die @feuerwehrlandsberg ihr neues Löschfahrzeug vor.

#landsbergamlech❤️ #landsberglech #landsberger #landsberg_am_lech #landsbergamlech #lech #veitsmarkt #stadtlandsbergamlech #freiwilligefeuerwehr #ll #lechrain #landkreislandsbergamlech #landkreislandsberg #kaufering #penzing #igling #wochenende #tolleswetter #markt",,"landsbergamlech❤️,landsberglech,landsberger,landsberg,landsbergamlech,lech,veitsmarkt,stadtlandsbergamlech,freiwilligefeuerwehr,ll,lechrain,landkreislandsbergamlech,landkreislandsberg,kaufering,penzing,igling,wochenende,tolleswetter,markt",https://www.instagram.com/p/CsymcJDKkRN,0,0,1,0,0,0,0,0,0,0,0,0,0,"eine Menschenmenge, die über einen Stadtplatz läuft",,0,0,1,0,1,0,0,0,0,0,0,0,0,"[""Selbstpräsentation unpolitisch"", ""Parteipräsentation unpolitisch""]"
125.0,CuWzzHIsOll,Kleine leckere Stärkung mit 1 Kugel Pistazie vor der Sitzung des Ausschusses Rechnungsprüfung im Landshuter Stadtrat!😀,,,https://www.instagram.com/p/CuWzzHIsOll,0,0,1,1,0,0,0,0,0,0,0,0,0,ein Mann sitzt auf einer Bank und isst ein Sandwich,,0,0,1,0,0,0,0,0,0,0,0,0,0,"[""Selbstpräsentation unpolitisch""]"
126.0,CuOYnODIF6Q,"Ich verstehe die Bedenken der Unternehmerschaft und die Zweifel über die Zukunft unseres Wirtschaftsstandorts Deutschland. Es gibt nichts zu Beschönigen und viel zu tun, wenn wir in unserem Land weiter erfolgreich sein wollen. 

Was ich aber auch sehe: eine junge Nachfolgegeneration, die bestens ausgebildet und hungrig danach ist, Innovationen in ihrer Branche voranzutreiben. #NextGen4Bavaria

Ich sehe Mittelständler, die zusammen mit unseren Experten KI-Anwendung austesten und in ihrem Unternehmen effizient einzusetzen lernen. #KITransferPlus 

Ich sehe Frauen, die die Tech-Welt erobern und Digitalisierung als Sprungbrett nutzen. @bayfid_

Ich sehe Verwaltungsmitarbeitende, die zusammen mit Startups und Innovatoren aus der Wirtschaft neue Lösungen für den Staat bauen. @digital.schmiede.bayern 

 
Ich sehe vor allem jeden Tag Menschen, die an sich, an die eigene Idee und ihre Mitarbeitenden glauben. Dass wir so viele Möglichkeiten und gute Leute haben, die ihre Chance nutzen wollen. Lasst sie uns maximal unterstützen! 

Ich wünsche euch einen optimistischen Start in diese Woche! 

#mondaymotivation #Optimismus #Chance",,"NextGen4Bavaria,KITransferPlus,mondaymotivation,Optimismus,Chance",https://www.instagram.com/p/CuOYnODIF6Q,1,0,0,0,0,0,0,0,0,0,0,0,0,"eine Frau lächelt, während zwei Männer zuschauen",,1,0,1,0,0,0,0,0,0,0,0,0,0,"[""Politischer Inhalt/Info"", ""Selbstpräsentation unpolitisch""]"
127.0,CurN_2KMA9l,"+++ Start des Projektes ""Kiebitz und Brachvogel im Wallersdorfer Moos +++

Im Osten des Isarmooses leben zahlreiche Brutpaare der wiesenbrütenden Vogelarten Kiebitz und Großer Brachvogel sowie weitere in Bayern selten gewordene Planzen- und Tierarten. Dieses Gebiet ist daher ein wichtiger Baustein des Bayernweiten Biotopverbundes BayernNetzNatur.
Um die Lebensräume der hier lebenden Arten zu sichern und zu optimieren, startet heute das BayernNetzNatur-Projekt ""Kiebitz und Brachvogel im Wallersdorfer Moos"", welches vom @Bayerischen Naturschutzfond gefördert wird. Projektträger sind der @Landschaftspflegeverband Dingolfing-Landau e.V., dem ich als Vorstandsmitglied angehöre, sowie der @BUND Naturschutz in Bayern e.V.

 #kiebitz #brachvogel #wiesenbrüter #wallersdorfermoos #artenvielfalt #biodiversität","Fördermittel 585.225,00 6 bukcinnenmale Proick / Kiebitz und Brachvogel im Wallersdorfer Moos","kiebitz,brachvogel,wiesenbrüter,wallersdorfermoos,artenvielfalt,biodiversität",https://www.instagram.com/p/CurN_2KMA9l,1,0,0,1,0,0,0,0,0,0,0,0,0,zwei Männer stehen neben einem Schild mit der Aufschrift 50.000 Dollar,,1,0,0,1,0,1,0,0,0,0,0,0,0,"[""Politischer Inhalt/Info"", ""Selbstpräsentation politisch"", ""Parteipräsentation politisch""]"
128.0,CxRW1PmK0Fo,Und weiter gehts: #WahlArenA Nummer 5 in der Dorfschänke in Mintraching - freue mich auf spannende Diskussionen und gute Gespräche. Seids dabei! BG Tobias,FREIE WÄHLER Bayerns starke Mitte. WAHLARENA DISKUTIEREN SIE MIT UNSEREM KANDIDATENTEAM TOBIAS TANJA GOTTHARDT SCHWEIGER ROMY DR. CATRIN MULITZE NIEßEN MINTRACHING 17.09. 10.00 Uhr Dorfschänke,WahlArenA,https://www.instagram.com/p/CxRW1PmK0Fo,0,0,0,0,0,0,0,0,0,0,1,0,0,das Plakat zur Veranstaltung mit den Namen der drei Teams,,0,0,0,0,0,0,1,0,0,0,1,0,0,"[""Veranstaltungshinweis"", ""Interaktion""]"
129.0,CteFNg1Iuce,"<< Servus Zukunft >>
Das Beste liegt vor uns!
.
Nicole M. Pfeffer
FDP Direktkandidatin MIL #607 I Listenplatz 3 Unterfranken
#gepfeffert 
#mitpfeffernachmünchen_fürdich 
#servuszukunft",FDP Nicole M Pfeffer Lieber #gepenert statt gesödlertl Servus Zukunft,"607,gepfeffert,mitpfeffernachmünchen,servuszukunft",https://www.instagram.com/p/CteFNg1Iuce,0,1,0,0,0,0,0,0,0,0,0,0,0,"eine Frau, die mit den Händen vor dem Gesicht an einem Schreibtisch sitzt",,0,0,0,1,0,1,0,0,0,0,0,0,0,"[""Selbstpräsentation politisch"", ""Parteipräsentation politisch""]"
130.0,Cx0cdsKtJaI,,,,https://www.instagram.com/p/Cx0cdsKtJaI,0,0,1,0,0,0,0,0,0,0,0,0,0,Menschen sitzen auf Bänken vor einem Riesenrad,,0,0,0,0,0,0,0,0,0,0,0,0,1,"[""Sonstiges/KA""]"
131.0,CsHAtEcNlN3,"👉Herzliche Einladung!
Morgen bin ich in Herzogenaurach zum Austausch über die Situation von Kindern und Jugendlichen und deren psychischer Gesundheit nach Corona;

👉ich bin dort im Gespräch mit dem Herzogenauracher Kinder- und Jugendarzt Karsten Naumann;

👉als Beraterin in der Chatseelsorge begegne ich regelmäßig jungen Menschen, die mir von ihren Ängsten und Nöten berichten;

👉Ich freue mich und bin gespannt auf den Austausch!

#gruene_herzogenaurach #gruene_erh @christianzwanziger @manfred_bachmayer #kinderundjugendtherapie #kinder #jugendliche #jugendsozialarbeit #kindergesundheit","Kinder und Jugendliche stärken Landtagskandidatin Dr. Monika Tremel Kinder- und Jugendarzt Karsten Naumann 12.Mai;   im Dialog 26 mart 749358 Einladung 15.00 A.d Schütt  Kreisl, , Herzogenaurach","gruene,gruene,kinderundjugendtherapie,kinder,jugendliche,jugendsozialarbeit,kindergesundheit",https://www.instagram.com/p/CsHAtEcNlN3,1,0,0,1,0,0,0,0,0,0,0,1,0,kind und jülichen,,0,0,0,1,0,0,0,0,0,0,1,0,0,"[""Selbstpräsentation politisch"", ""Veranstaltungshinweis""]"
132.0,CwfVBWBNijj,"Triff Toni Hofreiter, Constantin Jahn und Eva Lettenbauer in Dillingen! 

Du möchtest drüber reden, was es braucht, damit alle Menschen in Bayern ein gutes Leben haben? Dann komm zu unserer Veranstaltung morgen am 29.08 mit Toni, Eva Lettenbauer und Constantin Jahn. 
➡️Wir laden Dich ein ab 19:00 im Saal des Colleg in Dillingen. 

Markier Dir den Termin im Kalender, Deine Freund*innen mit und lass uns zusammenkommen, um über die Zukunft unseres Landes zu sprechen. Wir freuen uns auf Dich! 💚🙌","19 Uhr Eva Constantin Lettenbauer Jahn Toni Hofreiter Triff Toni, Eva und Constantin 29.08",,https://www.instagram.com/p/CwfVBWBNijj,0,0,0,1,0,1,0,0,0,0,0,1,0,"das Plakat zur Show, mit zwei Männern und einer Frau",,0,0,0,0,0,0,0,0,0,0,1,0,0,"[""Veranstaltungshinweis""]"
133.0,CtUkBEkLP-N,"Früher galt es als gute Ingenieurskunst, besonders langlebige Produkte herzustellen, heute ist erwünscht, dass es ""rechtzeitig"" kaputt geht, nicht repariert werden kann und nachbeschafft werden muss. 
Das muss sich wieder ändern, da bin ich mir mit MdEP Malte Gallée vollkommen einig: Für die Reparierbarkeit von Geräten, für Kreislaufwirtschaft, für Ressourcenschonung und Nachhaltigkeit.",J4e MBA IM MbA MBA MBA AMB BAY,,https://www.instagram.com/p/CtUkBEkLP-N,1,0,0,1,0,1,0,0,0,0,0,0,0,Zwei Männer unterhalten sich in einem Raum,,1,0,0,0,0,0,0,0,0,0,0,0,0,"[""Politischer Inhalt/Info""]"
134.0,CuIF5glsUps,🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝🐝,dcr deutschen MKEREI oe 3 Der Bienenzuchtverein Plattling eV lädt ein Bienen und Naturtag 1. Juli 2023 ab 11 Uhr auf dem Gelände des Nepomukgarten in Plattling Programm Essen und Trinken Infozelt des Bienenzuchtverein Plattling e.V Kaffee und Kuchen Blick in den Gläsernen Bienenkasten Strandbar mit Cocktails Infostände: Landwirtschaft und Biodiversität Wein-Probe mit Chris Kräuterführung Honig-Verkauf und noch viele weitere Infostände Das Spielmobil des Kreisjugendring Am Abend: musikalische Unterhaltung mit der Michaeli-Musik & Mus SMITH Bar-8 que ` Tag qWInZnghIVRT (1iling Food-Truck 2,,https://www.instagram.com/p/CuIF5glsUps,0,0,1,0,0,0,0,0,0,0,1,0,0,ein Plakat für die Veranstaltung mit den Worten 'berenut nattg',,0,0,0,0,0,0,0,0,0,0,0,0,1,"[""Sonstiges""]"
135.0,CquV615Ijht,Karfreitag - Zeit zum Innehalten und Gedenken. Jesus stirbt am Kreuz. Wir wünschen einen gesegenten Feiertag.,KARFREITAG hdm Bild-Quelle: iStocklTinieder CSU Candtag,,https://www.instagram.com/p/CquV615Ijht,0,0,0,0,1,0,0,0,0,0,0,0,0,ein Kreuz auf einer Stange mit Blumen im Vordergrund,,0,0,0,0,0,0,0,0,0,0,0,0,1,"[""13. Sonstiges""]"
136.0,Cu4XoY-Nhj5,"Es war mir wieder eine Freude und Ehre, zum Sommerfest des Bayerischen Landtags einige ehrenamtlich tätige Vertreter aus unserem Stimmkreis begrüßen zu dürfen. Unter anderem die frisch gekrönte Bayerische Kartoffelkönigin Anna I. war mit dabei. Ein schöner Abend für bayerns Ehrenamtler! #ehrenamt #bayern #sommerfest #landtag #stimmkreis_ndsob",[ P f,"ehrenamt,bayern,sommerfest,landtag,stimmkreis",https://www.instagram.com/p/Cu4XoY-Nhj5,1,0,1,1,0,0,0,0,0,0,0,0,0,Ein Mann und eine Frau posieren für ein Foto vor einem Gebäude,,0,0,1,0,1,0,0,0,0,0,0,0,0,"[""Selbstpräsentation unpolitisch"", ""Parteipräsentation unpolitisch""]"
139.0,CxQzqThN7RO,"🎉 Herzlichen Glückwunsch zum 102. Geburtstag 🎉
🚩 Der SPD Ortsverein Painten feiert heute sein 100jähriges Jubiläum - gegründet wurde der Ortsverein 1921
🙏 Danke für 102 Jahre ehrenamtliche Arbeit für unsere Demokratie und Einsatz für Frieden, Freiheit und Solidarität 
🚩 Und hier wird deutlich, dass die Sozialdemokratie die Zukunft, die Heimat mitgestaltet.
#sozialepolitikfürdich @bayernspd",5g Pair zen SPD Be 0 aing,sozialepolitikfürdich,https://www.instagram.com/p/CxQzqThN7RO,0,0,0,1,0,1,0,0,0,0,0,0,0,eine Gruppe von Menschen steht in einem Raum,,1,0,0,0,1,0,0,0,0,0,0,0,0,"[""Parteipräsentation unpolitisch"", ""Politischer Inhalt/Info""]"
141.0,Cw22l2NMDHR,"Wir setzen uns dafür ein, dass sich #Normalverdiener ein gutes Leben leisten können! Dafür braucht es echte #Entlastungen für die hart arbeitende Mittelschicht.

Null Prozent #Mehrwertsteuer auf #Grundnahrungmittel, Senkung der #Stromsteuer und einen #Industriestrompreis auch für #Mittelstand und #Handwerk. Das würde schnell und unbürokratisch helfen.

Keine #Erbschaftsteuer aufs #Elternhaus! Familienbesitz gehört in Familienhand.

#Gastronomie stärken! Wir setzen auf eine dauerhaft abgesenkte Mehrwertsteuer in der Gastronomie und stellen uns gegen zusätzliche Belastungen wie eine Bettensteuer.",WIR STEHEN AN DER SEITE DER NORMALVERDIENER! MEHRWERTSTEUER AUF NULL FUR GRUNDNAHRUNGSMITTEL KEINE ERBSCHAFTSTEUER AUFS ELTERNHAUS STROMSTEUER SENKEN MEHRWERTSTEUER IN DER GASTRONOMIE DAUERHAFT SENKEN CSU,"Normalverdiener,Entlastungen,Mehrwertsteuer,Grundnahrungmittel,Stromsteuer,Industriestrompreis,Mittelstand,Handwerk,Erbschaftsteuer,Elternhaus,Gastronomie",https://www.instagram.com/p/Cw22l2NMDHR,1,0,0,0,0,0,0,0,0,0,0,0,0,ein Plakat mit der Aufschrift „Wir sind nicht hier“,,1,0,0,0,0,0,0,0,0,0,0,0,0,"[""Politischer Inhalt/Info""]"
142.0,CvX1VPotFOu,"Kaum an einem Ort bin ich so gerne wie im Wald.

Ich genieße die Ruhe und liebe lange Spaziergänge und habe hinterher immer das Gefühl, danach wieder voll mit Energie zu sein.

Doch durch die Klimaerwärmung ist es auch hier notwendig neue Wege zu gehen, um unseren Wald resistent gegen diese Einflüsse zu machen.
Dazu gehört der Umbau Richtung Mischwälder ebenso wie der Schutz vorhandener Waldflächen.

Daher habe ich mich lange mit dem Förster Matthias Kieninger unterhalten, um mir ein Bild von den grossen Herausforderungen für Privatwaldbesitzer*innen und die Forstwirtschaft zu machen

In welchem Waldgebiet geht ihr am liebsten Spazieren? 

#grueneschwaben
#gruenedillingen
#waldschutz
#waldliebe

Fotos : Markus Komposch",,"grueneschwaben,gruenedillingen,waldschutz,waldliebe",https://www.instagram.com/p/CvX1VPotFOu,1,0,1,1,0,0,1,0,0,0,0,0,0,ein Mann im Anzug,,1,0,1,0,0,0,1,0,0,0,0,0,0,"[""Politischer Inhalt/Info"", ""Selbstpräsentation unpolitisch"", ""Interaktion""]"
